name 	ticket_url 	date 	DonatedBy 	iAddress 	mdescription 	mgraphic 	SignUpDate 	MuseumID 	GDATASubmit 	iState 	iTitle 	PassID 	mReturnToLibrary 	iCity 	Password 	Institution 	reserve_url
Henry Art Gallery 	http://www.libraryinsight.net/mpCalendar.asp?t=2825676&jx=y9p&pInstitution=Henry%20Art%20Gallery&mps=1927 	August 1, 2015 	The%20Seattle%20Public%20Library%20Foundation 	15th%20Avenue%20Northeast 	%3Cspan%20style%3D%22color%3A%20rgb%2866%2C%2061%2C%2058%29%3B%20font-family%3A%20Verdana%3B%20font-size%3A%208pt%3B%22%3E%3Cstrong%3EThis%20pass%20admits%20up%20to%202%20adults%20and%20all%20children%20under%2018%20years%20free%20of%20charge%20to%20the%20Museum%20during%20regular%20open%20hours.%26nbsp%3B%20Pass%20MUST%20be%20presented%20upon%20entry%20along%20with%20photo%20I.D%3C/strong%3E.%3C/span%3E%3Cbr%20/%3E%0D%0A%3Cbr%20/%3E%0D%0A%0D%0A%3Cp%3E%3Cspan%20style%3D%22color%3A%20rgb%2866%2C%2061%2C%2058%29%3B%20font-family%3A%20Verdana%3B%20font-size%3A%208pt%3B%22%3ETHE%20HENRY%20ADVANCES%20THE%20ART%2C%20ARTISTS%2C%20AND%20IDEAS%20OF%20OUR%20TIME.%26nbsp%3B%20Since%20its%20founding%20in%201927%2C%20the%20Henry%20Art%20Gallery%20has%20served%20the%20Pacific%20Northwest%20as%20a%20pioneer%20in%20bringing%20contemporary%20art%20and%20ideas%20to%20the%20region.%20The%20Henry%20is%20a%20hub%20for%20audiences%20of%20all%20ages%20to%20experience%20the%20discovery%2C%20wonder%2C%20and%20surprise%20that%20contemporary%20art%2C%20artists%2C%20and%20ideas%20provide.%20For%20open%20hours%20and%20information%20about%20the%20museum%2C%20visit%20%3C/span%3E%3Ca%20href%3D%22http%3A//www.henryart.org%22%3E%3Cspan%20style%3D%22color%3A%20rgb%280%2C%200%2C%20255%29%3B%20font-family%3A%20Verdana%3B%20font-size%3A%208pt%3B%22%3Ewww.henryart.org%3C/span%3E%3C/a%3E%3C/p%3E%20%20%20%20%20 	henryl.jpg 	8/1/2015 	1927 	Reserve Pass for Saturday, August 01, 2015 	WA 	None 	5646 	0 	Seattle 	None 	Henry%20Art%20Gallery 	http://www.libraryinsight.net/mpSignUp.asp?t=1168137&jx=y9p&mps=1927&cFocus=title&pInstitution=Henry%20Art%20Gallery&etad=8/1/2015&pc=5646
Henry Art Gallery 	http://www.libraryinsight.net/mpCalendar.asp?t=2825676&jx=y9p&pInstitution=Henry%20Art%20Gallery&mps=1927 	August 2, 2015 	The%20Seattle%20Public%20Library%20Foundation 	15th%20Avenue%20Northeast 	%3Cspan%20style%3D%22color%3A%20rgb%2866%2C%2061%2C%2058%29%3B%20font-family%3A%20Verdana%3B%20font-size%3A%208pt%3B%22%3E%3Cstrong%3EThis%20pass%20admits%20up%20to%202%20adults%20and%20all%20children%20under%2018%20years%20free%20of%20charge%20to%20the%20Museum%20during%20regular%20open%20hours.%26nbsp%3B%20Pass%20MUST%20be%20presented%20upon%20entry%20along%20with%20photo%20I.D%3C/strong%3E.%3C/span%3E%3Cbr%20/%3E%0D%0A%3Cbr%20/%3E%0D%0A%0D%0A%3Cp%3E%3Cspan%20style%3D%22color%3A%20rgb%2866%2C%2061%2C%2058%29%3B%20font-family%3A%20Verdana%3B%20font-size%3A%208pt%3B%22%3ETHE%20HENRY%20ADVANCES%20THE%20ART%2C%20ARTISTS%2C%20AND%20IDEAS%20OF%20OUR%20TIME.%26nbsp%3B%20Since%20its%20founding%20in%201927%2C%20the%20Henry%20Art%20Gallery%20has%20served%20the%20Pacific%20Northwest%20as%20a%20pioneer%20in%20bringing%20contemporary%20art%20and%20ideas%20to%20the%20region.%20The%20Henry%20is%20a%20hub%20for%20audiences%20of%20all%20ages%20to%20experience%20the%20discovery%2C%20wonder%2C%20and%20surprise%20that%20contemporary%20art%2C%20artists%2C%20and%20ideas%20provide.%20For%20open%20hours%20and%20information%20about%20the%20museum%2C%20visit%20%3C/span%3E%3Ca%20href%3D%22http%3A//www.henryart.org%22%3E%3Cspan%20style%3D%22color%3A%20rgb%280%2C%200%2C%20255%29%3B%20font-family%3A%20Verdana%3B%20font-size%3A%208pt%3B%22%3Ewww.henryart.org%3C/span%3E%3C/a%3E%3C/p%3E%20%20%20%20%20 	henryl.jpg 	8/2/2015 	1927 	Reserve Pass for Sunday, August 02, 2015 	WA 	None 	5646 	0 	Seattle 	None 	Henry%20Art%20Gallery 	http://www.libraryinsight.net/mpSignUp.asp?t=1168173&jx=y9p&mps=1927&cFocus=title&pInstitution=Henry%20Art%20Gallery&etad=8/2/2015&pc=5646
Henry Art Gallery 	http://www.libraryinsight.net/mpCalendar.asp?t=2825676&jx=y9p&pInstitution=Henry%20Art%20Gallery&mps=1927 	August 5, 2015 	The%20Seattle%20Public%20Library%20Foundation 	15th%20Avenue%20Northeast 	%3Cspan%20style%3D%22color%3A%20rgb%2866%2C%2061%2C%2058%29%3B%20font-family%3A%20Verdana%3B%20font-size%3A%208pt%3B%22%3E%3Cstrong%3EThis%20pass%20admits%20up%20to%202%20adults%20and%20all%20children%20under%2018%20years%20free%20of%20charge%20to%20the%20Museum%20during%20regular%20open%20hours.%26nbsp%3B%20Pass%20MUST%20be%20presented%20upon%20entry%20along%20with%20photo%20I.D%3C/strong%3E.%3C/span%3E%3Cbr%20/%3E%0D%0A%3Cbr%20/%3E%0D%0A%0D%0A%3Cp%3E%3Cspan%20style%3D%22color%3A%20rgb%2866%2C%2061%2C%2058%29%3B%20font-family%3A%20Verdana%3B%20font-size%3A%208pt%3B%22%3ETHE%20HENRY%20ADVANCES%20THE%20ART%2C%20ARTISTS%2C%20AND%20IDEAS%20OF%20OUR%20TIME.%26nbsp%3B%20Since%20its%20founding%20in%201927%2C%20the%20Henry%20Art%20Gallery%20has%20served%20the%20Pacific%20Northwest%20as%20a%20pioneer%20in%20bringing%20contemporary%20art%20and%20ideas%20to%20the%20region.%20The%20Henry%20is%20a%20hub%20for%20audiences%20of%20all%20ages%20to%20experience%20the%20discovery%2C%20wonder%2C%20and%20surprise%20that%20contemporary%20art%2C%20artists%2C%20and%20ideas%20provide.%20For%20open%20hours%20and%20information%20about%20the%20museum%2C%20visit%20%3C/span%3E%3Ca%20href%3D%22http%3A//www.henryart.org%22%3E%3Cspan%20style%3D%22color%3A%20rgb%280%2C%200%2C%20255%29%3B%20font-family%3A%20Verdana%3B%20font-size%3A%208pt%3B%22%3Ewww.henryart.org%3C/span%3E%3C/a%3E%3C/p%3E%20%20%20%20%20 	henryl.jpg 	8/5/2015 	1927 	Reserve Pass for Wednesday, August 05, 2015 	WA 	None 	5135 	0 	Seattle 	None 	Henry%20Art%20Gallery 	http://www.libraryinsight.net/mpSignUp.asp?t=1167975&jx=y9p&mps=1927&cFocus=title&pInstitution=Henry%20Art%20Gallery&etad=8/5/2015&pc=5135
Henry Art Gallery 	http://www.libraryinsight.net/mpCalendar.asp?t=2825676&jx=y9p&pInstitution=Henry%20Art%20Gallery&mps=1927 	August 6, 2015 	The%20Seattle%20Public%20Library%20Foundation 	15th%20Avenue%20Northeast 	%3Cspan%20style%3D%22color%3A%20rgb%2866%2C%2061%2C%2058%29%3B%20font-family%3A%20Verdana%3B%20font-size%3A%208pt%3B%22%3E%3Cstrong%3EThis%20pass%20admits%20up%20to%202%20adults%20and%20all%20children%20under%2018%20years%20free%20of%20charge%20to%20the%20Museum%20during%20regular%20open%20hours.%26nbsp%3B%20Pass%20MUST%20be%20presented%20upon%20entry%20along%20with%20photo%20I.D%3C/strong%3E.%3C/span%3E%3Cbr%20/%3E%0D%0A%3Cbr%20/%3E%0D%0A%0D%0A%3Cp%3E%3Cspan%20style%3D%22color%3A%20rgb%2866%2C%2061%2C%2058%29%3B%20font-family%3A%20Verdana%3B%20font-size%3A%208pt%3B%22%3ETHE%20HENRY%20ADVANCES%20THE%20ART%2C%20ARTISTS%2C%20AND%20IDEAS%20OF%20OUR%20TIME.%26nbsp%3B%20Since%20its%20founding%20in%201927%2C%20the%20Henry%20Art%20Gallery%20has%20served%20the%20Pacific%20Northwest%20as%20a%20pioneer%20in%20bringing%20contemporary%20art%20and%20ideas%20to%20the%20region.%20The%20Henry%20is%20a%20hub%20for%20audiences%20of%20all%20ages%20to%20experience%20the%20discovery%2C%20wonder%2C%20and%20surprise%20that%20contemporary%20art%2C%20artists%2C%20and%20ideas%20provide.%20For%20open%20hours%20and%20information%20about%20the%20museum%2C%20visit%20%3C/span%3E%3Ca%20href%3D%22http%3A//www.henryart.org%22%3E%3Cspan%20style%3D%22color%3A%20rgb%280%2C%200%2C%20255%29%3B%20font-family%3A%20Verdana%3B%20font-size%3A%208pt%3B%22%3Ewww.henryart.org%3C/span%3E%3C/a%3E%3C/p%3E%20%20%20%20%20 	henryl.jpg 	8/6/2015 	1927 	Reserve Pass for Thursday, August 06, 2015 	WA 	None 	5645 	0 	Seattle 	None 	Henry%20Art%20Gallery 	http://www.libraryinsight.net/mpSignUp.asp?t=1168245&jx=y9p&mps=1927&cFocus=title&pInstitution=Henry%20Art%20Gallery&etad=8/6/2015&pc=5645
Henry Art Gallery 	http://www.libraryinsight.net/mpCalendar.asp?t=2825676&jx=y9p&pInstitution=Henry%20Art%20Gallery&mps=1927 	August 7, 2015 	The%20Seattle%20Public%20Library%20Foundation 	15th%20Avenue%20Northeast 	%3Cspan%20style%3D%22color%3A%20rgb%2866%2C%2061%2C%2058%29%3B%20font-family%3A%20Verdana%3B%20font-size%3A%208pt%3B%22%3E%3Cstrong%3EThis%20pass%20admits%20up%20to%202%20adults%20and%20all%20children%20under%2018%20years%20free%20of%20charge%20to%20the%20Museum%20during%20regular%20open%20hours.%26nbsp%3B%20Pass%20MUST%20be%20presented%20upon%20entry%20along%20with%20photo%20I.D%3C/strong%3E.%3C/span%3E%3Cbr%20/%3E%0D%0A%3Cbr%20/%3E%0D%0A%0D%0A%3Cp%3E%3Cspan%20style%3D%22color%3A%20rgb%2866%2C%2061%2C%2058%29%3B%20font-family%3A%20Verdana%3B%20font-size%3A%208pt%3B%22%3ETHE%20HENRY%20ADVANCES%20THE%20ART%2C%20ARTISTS%2C%20AND%20IDEAS%20OF%20OUR%20TIME.%26nbsp%3B%20Since%20its%20founding%20in%201927%2C%20the%20Henry%20Art%20Gallery%20has%20served%20the%20Pacific%20Northwest%20as%20a%20pioneer%20in%20bringing%20contemporary%20art%20and%20ideas%20to%20the%20region.%20The%20Henry%20is%20a%20hub%20for%20audiences%20of%20all%20ages%20to%20experience%20the%20discovery%2C%20wonder%2C%20and%20surprise%20that%20contemporary%20art%2C%20artists%2C%20and%20ideas%20provide.%20For%20open%20hours%20and%20information%20about%20the%20museum%2C%20visit%20%3C/span%3E%3Ca%20href%3D%22http%3A//www.henryart.org%22%3E%3Cspan%20style%3D%22color%3A%20rgb%280%2C%200%2C%20255%29%3B%20font-family%3A%20Verdana%3B%20font-size%3A%208pt%3B%22%3Ewww.henryart.org%3C/span%3E%3C/a%3E%3C/p%3E%20%20%20%20%20 	henryl.jpg 	8/7/2015 	1927 	Reserve Pass for Friday, August 07, 2015 	WA 	None 	5136 	0 	Seattle 	None 	Henry%20Art%20Gallery 	http://www.libraryinsight.net/mpSignUp.asp?t=1168119&jx=y9p&mps=1927&cFocus=title&pInstitution=Henry%20Art%20Gallery&etad=8/7/2015&pc=5136
Henry Art Gallery 	http://www.libraryinsight.net/mpCalendar.asp?t=2825676&jx=y9p&pInstitution=Henry%20Art%20Gallery&mps=1927 	August 8, 2015 	The%20Seattle%20Public%20Library%20Foundation 	15th%20Avenue%20Northeast 	%3Cspan%20style%3D%22color%3A%20rgb%2866%2C%2061%2C%2058%29%3B%20font-family%3A%20Verdana%3B%20font-size%3A%208pt%3B%22%3E%3Cstrong%3EThis%20pass%20admits%20up%20to%202%20adults%20and%20all%20children%20under%2018%20years%20free%20of%20charge%20to%20the%20Museum%20during%20regular%20open%20hours.%26nbsp%3B%20Pass%20MUST%20be%20presented%20upon%20entry%20along%20with%20photo%20I.D%3C/strong%3E.%3C/span%3E%3Cbr%20/%3E%0D%0A%3Cbr%20/%3E%0D%0A%0D%0A%3Cp%3E%3Cspan%20style%3D%22color%3A%20rgb%2866%2C%2061%2C%2058%29%3B%20font-family%3A%20Verdana%3B%20font-size%3A%208pt%3B%22%3ETHE%20HENRY%20ADVANCES%20THE%20ART%2C%20ARTISTS%2C%20AND%20IDEAS%20OF%20OUR%20TIME.%26nbsp%3B%20Since%20its%20founding%20in%201927%2C%20the%20Henry%20Art%20Gallery%20has%20served%20the%20Pacific%20Northwest%20as%20a%20pioneer%20in%20bringing%20contemporary%20art%20and%20ideas%20to%20the%20region.%20The%20Henry%20is%20a%20hub%20for%20audiences%20of%20all%20ages%20to%20experience%20the%20discovery%2C%20wonder%2C%20and%20surprise%20that%20contemporary%20art%2C%20artists%2C%20and%20ideas%20provide.%20For%20open%20hours%20and%20information%20about%20the%20museum%2C%20visit%20%3C/span%3E%3Ca%20href%3D%22http%3A//www.henryart.org%22%3E%3Cspan%20style%3D%22color%3A%20rgb%280%2C%200%2C%20255%29%3B%20font-family%3A%20Verdana%3B%20font-size%3A%208pt%3B%22%3Ewww.henryart.org%3C/span%3E%3C/a%3E%3C/p%3E%20%20%20%20%20 	henryl.jpg 	8/8/2015 	1927 	Reserve Pass for Saturday, August 08, 2015 	WA 	None 	5135 	0 	Seattle 	None 	Henry%20Art%20Gallery 	http://www.libraryinsight.net/mpSignUp.asp?t=1168083&jx=y9p&mps=1927&cFocus=title&pInstitution=Henry%20Art%20Gallery&etad=8/8/2015&pc=5135
Henry Art Gallery 	http://www.libraryinsight.net/mpCalendar.asp?t=2825676&jx=y9p&pInstitution=Henry%20Art%20Gallery&mps=1927 	August 9, 2015 	The%20Seattle%20Public%20Library%20Foundation 	15th%20Avenue%20Northeast 	%3Cspan%20style%3D%22color%3A%20rgb%2866%2C%2061%2C%2058%29%3B%20font-family%3A%20Verdana%3B%20font-size%3A%208pt%3B%22%3E%3Cstrong%3EThis%20pass%20admits%20up%20to%202%20adults%20and%20all%20children%20under%2018%20years%20free%20of%20charge%20to%20the%20Museum%20during%20regular%20open%20hours.%26nbsp%3B%20Pass%20MUST%20be%20presented%20upon%20entry%20along%20with%20photo%20I.D%3C/strong%3E.%3C/span%3E%3Cbr%20/%3E%0D%0A%3Cbr%20/%3E%0D%0A%0D%0A%3Cp%3E%3Cspan%20style%3D%22color%3A%20rgb%2866%2C%2061%2C%2058%29%3B%20font-family%3A%20Verdana%3B%20font-size%3A%208pt%3B%22%3ETHE%20HENRY%20ADVANCES%20THE%20ART%2C%20ARTISTS%2C%20AND%20IDEAS%20OF%20OUR%20TIME.%26nbsp%3B%20Since%20its%20founding%20in%201927%2C%20the%20Henry%20Art%20Gallery%20has%20served%20the%20Pacific%20Northwest%20as%20a%20pioneer%20in%20bringing%20contemporary%20art%20and%20ideas%20to%20the%20region.%20The%20Henry%20is%20a%20hub%20for%20audiences%20of%20all%20ages%20to%20experience%20the%20discovery%2C%20wonder%2C%20and%20surprise%20that%20contemporary%20art%2C%20artists%2C%20and%20ideas%20provide.%20For%20open%20hours%20and%20information%20about%20the%20museum%2C%20visit%20%3C/span%3E%3Ca%20href%3D%22http%3A//www.henryart.org%22%3E%3Cspan%20style%3D%22color%3A%20rgb%280%2C%200%2C%20255%29%3B%20font-family%3A%20Verdana%3B%20font-size%3A%208pt%3B%22%3Ewww.henryart.org%3C/span%3E%3C/a%3E%3C/p%3E%20%20%20%20%20 	henryl.jpg 	8/9/2015 	1927 	Reserve Pass for Sunday, August 09, 2015 	WA 	None 	5645 	0 	Seattle 	None 	Henry%20Art%20Gallery 	http://www.libraryinsight.net/mpSignUp.asp?t=1168353&jx=y9p&mps=1927&cFocus=title&pInstitution=Henry%20Art%20Gallery&etad=8/9/2015&pc=5645
Henry Art Gallery 	http://www.libraryinsight.net/mpCalendar.asp?t=2825676&jx=y9p&pInstitution=Henry%20Art%20Gallery&mps=1927 	August 12, 2015 	The%20Seattle%20Public%20Library%20Foundation 	15th%20Avenue%20Northeast 	%3Cspan%20style%3D%22color%3A%20rgb%2866%2C%2061%2C%2058%29%3B%20font-family%3A%20Verdana%3B%20font-size%3A%208pt%3B%22%3E%3Cstrong%3EThis%20pass%20admits%20up%20to%202%20adults%20and%20all%20children%20under%2018%20years%20free%20of%20charge%20to%20the%20Museum%20during%20regular%20open%20hours.%26nbsp%3B%20Pass%20MUST%20be%20presented%20upon%20entry%20along%20with%20photo%20I.D%3C/strong%3E.%3C/span%3E%3Cbr%20/%3E%0D%0A%3Cbr%20/%3E%0D%0A%0D%0A%3Cp%3E%3Cspan%20style%3D%22color%3A%20rgb%2866%2C%2061%2C%2058%29%3B%20font-family%3A%20Verdana%3B%20font-size%3A%208pt%3B%22%3ETHE%20HENRY%20ADVANCES%20THE%20ART%2C%20ARTISTS%2C%20AND%20IDEAS%20OF%20OUR%20TIME.%26nbsp%3B%20Since%20its%20founding%20in%201927%2C%20the%20Henry%20Art%20Gallery%20has%20served%20the%20Pacific%20Northwest%20as%20a%20pioneer%20in%20bringing%20contemporary%20art%20and%20ideas%20to%20the%20region.%20The%20Henry%20is%20a%20hub%20for%20audiences%20of%20all%20ages%20to%20experience%20the%20discovery%2C%20wonder%2C%20and%20surprise%20that%20contemporary%20art%2C%20artists%2C%20and%20ideas%20provide.%20For%20open%20hours%20and%20information%20about%20the%20museum%2C%20visit%20%3C/span%3E%3Ca%20href%3D%22http%3A//www.henryart.org%22%3E%3Cspan%20style%3D%22color%3A%20rgb%280%2C%200%2C%20255%29%3B%20font-family%3A%20Verdana%3B%20font-size%3A%208pt%3B%22%3Ewww.henryart.org%3C/span%3E%3C/a%3E%3C/p%3E%20%20%20%20%20 	henryl.jpg 	8/12/2015 	1927 	Reserve Pass for Wednesday, August 12, 2015 	WA 	None 	4827 	0 	Seattle 	None 	Henry%20Art%20Gallery 	http://www.libraryinsight.net/mpSignUp.asp?t=1173519&jx=y9p&mps=1927&cFocus=title&pInstitution=Henry%20Art%20Gallery&etad=8/12/2015&pc=4827
Henry Art Gallery 	http://www.libraryinsight.net/mpCalendar.asp?t=2825676&jx=y9p&pInstitution=Henry%20Art%20Gallery&mps=1927 	August 13, 2015 	The%20Seattle%20Public%20Library%20Foundation 	15th%20Avenue%20Northeast 	%3Cspan%20style%3D%22color%3A%20rgb%2866%2C%2061%2C%2058%29%3B%20font-family%3A%20Verdana%3B%20font-size%3A%208pt%3B%22%3E%3Cstrong%3EThis%20pass%20admits%20up%20to%202%20adults%20and%20all%20children%20under%2018%20years%20free%20of%20charge%20to%20the%20Museum%20during%20regular%20open%20hours.%26nbsp%3B%20Pass%20MUST%20be%20presented%20upon%20entry%20along%20with%20photo%20I.D%3C/strong%3E.%3C/span%3E%3Cbr%20/%3E%0D%0A%3Cbr%20/%3E%0D%0A%0D%0A%3Cp%3E%3Cspan%20style%3D%22color%3A%20rgb%2866%2C%2061%2C%2058%29%3B%20font-family%3A%20Verdana%3B%20font-size%3A%208pt%3B%22%3ETHE%20HENRY%20ADVANCES%20THE%20ART%2C%20ARTISTS%2C%20AND%20IDEAS%20OF%20OUR%20TIME.%26nbsp%3B%20Since%20its%20founding%20in%201927%2C%20the%20Henry%20Art%20Gallery%20has%20served%20the%20Pacific%20Northwest%20as%20a%20pioneer%20in%20bringing%20contemporary%20art%20and%20ideas%20to%20the%20region.%20The%20Henry%20is%20a%20hub%20for%20audiences%20of%20all%20ages%20to%20experience%20the%20discovery%2C%20wonder%2C%20and%20surprise%20that%20contemporary%20art%2C%20artists%2C%20and%20ideas%20provide.%20For%20open%20hours%20and%20information%20about%20the%20museum%2C%20visit%20%3C/span%3E%3Ca%20href%3D%22http%3A//www.henryart.org%22%3E%3Cspan%20style%3D%22color%3A%20rgb%280%2C%200%2C%20255%29%3B%20font-family%3A%20Verdana%3B%20font-size%3A%208pt%3B%22%3Ewww.henryart.org%3C/span%3E%3C/a%3E%3C/p%3E%20%20%20%20%20 	henryl.jpg 	8/13/2015 	1927 	Reserve Pass for Thursday, August 13, 2015 	WA 	None 	4827 	0 	Seattle 	None 	Henry%20Art%20Gallery 	http://www.libraryinsight.net/mpSignUp.asp?t=1173567&jx=y9p&mps=1927&cFocus=title&pInstitution=Henry%20Art%20Gallery&etad=8/13/2015&pc=4827
Henry Art Gallery 	http://www.libraryinsight.net/mpCalendar.asp?t=2825676&jx=y9p&pInstitution=Henry%20Art%20Gallery&mps=1927 	August 14, 2015 	The%20Seattle%20Public%20Library%20Foundation 	15th%20Avenue%20Northeast 	%3Cspan%20style%3D%22color%3A%20rgb%2866%2C%2061%2C%2058%29%3B%20font-family%3A%20Verdana%3B%20font-size%3A%208pt%3B%22%3E%3Cstrong%3EThis%20pass%20admits%20up%20to%202%20adults%20and%20all%20children%20under%2018%20years%20free%20of%20charge%20to%20the%20Museum%20during%20regular%20open%20hours.%26nbsp%3B%20Pass%20MUST%20be%20presented%20upon%20entry%20along%20with%20photo%20I.D%3C/strong%3E.%3C/span%3E%3Cbr%20/%3E%0D%0A%3Cbr%20/%3E%0D%0A%0D%0A%3Cp%3E%3Cspan%20style%3D%22color%3A%20rgb%2866%2C%2061%2C%2058%29%3B%20font-family%3A%20Verdana%3B%20font-size%3A%208pt%3B%22%3ETHE%20HENRY%20ADVANCES%20THE%20ART%2C%20ARTISTS%2C%20AND%20IDEAS%20OF%20OUR%20TIME.%26nbsp%3B%20Since%20its%20founding%20in%201927%2C%20the%20Henry%20Art%20Gallery%20has%20served%20the%20Pacific%20Northwest%20as%20a%20pioneer%20in%20bringing%20contemporary%20art%20and%20ideas%20to%20the%20region.%20The%20Henry%20is%20a%20hub%20for%20audiences%20of%20all%20ages%20to%20experience%20the%20discovery%2C%20wonder%2C%20and%20surprise%20that%20contemporary%20art%2C%20artists%2C%20and%20ideas%20provide.%20For%20open%20hours%20and%20information%20about%20the%20museum%2C%20visit%20%3C/span%3E%3Ca%20href%3D%22http%3A//www.henryart.org%22%3E%3Cspan%20style%3D%22color%3A%20rgb%280%2C%200%2C%20255%29%3B%20font-family%3A%20Verdana%3B%20font-size%3A%208pt%3B%22%3Ewww.henryart.org%3C/span%3E%3C/a%3E%3C/p%3E%20%20%20%20%20 	henryl.jpg 	8/14/2015 	1927 	Reserve Pass for Friday, August 14, 2015 	WA 	None 	5645 	0 	Seattle 	None 	Henry%20Art%20Gallery 	http://www.libraryinsight.net/mpSignUp.asp?t=1173525&jx=y9p&mps=1927&cFocus=title&pInstitution=Henry%20Art%20Gallery&etad=8/14/2015&pc=5645
